Facility_ID,Overall Rating,Recommendation Score,Nurse Communication,Doctor Communication,Staff Responsiveness,Medicine Communication,Discharge Information,Care Transition,Cleanliness,Quietness
381302,91,95,92,93,91,80,85,83,90,87
381303,89,86,92,90,86,74,92,81,81,78
381313,90,90,94,92,87,85,85,82,91,88
381314,91,89,94,91,89,84,90,80,89,86
381316,90,91,95,93,93,82,90,83,90,81
381317,88,86,94,91,91,81,92,83,87,84
381318,93,94,94,93,89,84,85,84,90,90
381319,91,86,93,93,91,81,91,84,89,87
381320,89,88,93,91,90,83,91,82,87,82
381321,90,87,93,92,92,83,88,83,89,85
381323,91,90,94,95,93,83,92,83,91,82
381325,87,84,91,91,89,77,86,79,88,83
390001,85,84,91,89,82,73,84,78,85,72
390002,86,83,90,89,78,72,85,78,83,83
390003,90,89,93,93,88,78,89,83,91,82
390004,85,82,89,87,79,68,83,77,83,75
390006,88,88,92,91,85,76,87,81,88,77
390009,88,90,91,90,85,75,87,81,89,78
390012,83,80,90,88,77,73,80,77,80,76
390013,94,93,94,93,89,79,87,82,94,85
390016,86,83,91,90,82,76,91,81,89,78
39001F,96,95,97,94,94,90,88,88,91,87
390026,81,78,88,90,72,72,80,75,79,73
390027,85,83,88,89,77,74,82,78,83,75
390028,88,88,92,90,85,77,87,83,87,80
390030,86,83,91,89,85,76,86,80,91,80
390032,89,87,93,92,87,76,89,81,91,79
390035,92,92,94,92,84,76,88,83,91,83
390036,85,84,92,91,83,74,89,80,88,79
390037,88,86,93,91,87,76,86,81,88,81
390039,90,89,94,92,90,77,91,84,92,80
390041,86,82,91,90,83,75,85,79,81,81
390042,89,87,94,92,86,78,86,81,89,82
390044,86,86,89,88,80,73,84,79,88,76
390045,88,87,92,90,82,75,89,81,90,79
390046,87,87,92,89,84,73,87,80,82,74
390048,87,83,93,91,87,74,88,81,88,78
390049,89,89,92,92,80,75,88,81,90,81
390050,87,87,90,90,81,75,90,82,87,77
390056,82,78,89,88,85,71,81,78,88,76
390057,89,88,92,91,85,75,89,82,90,82
390058,88,86,92,90,87,76,88,79,88,78
390062,91,91,94,94,87,80,88,82,89,82
390063,89,90,92,91,86,76,88,82,86,75
390065,88,88,93,90,86,74,89,82,85,72
390066,87,85,91,91,79,70,90,81,87,75
390067,90,90,92,90,84,74,88,82,91,84
390068,89,90,91,91,87,72,86,81,84,80
39006F,95,94,96,96,93,87,94,88,89,85
390070,85,84,89,86,82,71,82,76,87,75
390073,80,77,88,87,77,71,86,78,84,70
390079,89,88,92,90,85,75,84,81,86,79
390086,82,80,89,89,78,74,89,78,83,73
390090,90,91,93,93,83,79,87,83,88,84
390091,88,86,92,89,86,75,89,81,92,77
390093,88,85,93,91,89,78,90,80,86,83
390096,89,89,90,89,83,73,88,81,84,77
390097,86,86,91,90,82,69,79,78,80,79
39009F,86,81,89,92,81,76,86,82,84,81
390100,88,89,91,90,82,74,86,82,84,80
390101,90,90,91,90,82,75,86,81,87,85
390102,91,90,94,93,84,78,88,83,87,80
390107,91,91,93,92,84,76,89,84,87,83
390110,78,73,88,88,80,70,86,76,78,68
390111,94,94,95,94,88,82,91,86,88,86
390112,92,94,95,93,89,78,87,84,93,82
390113,86,84,91,91,84,75,89,81,85,76
390114,90,91,92,91,84,77,90,83,85,82
390115,84,82,89,89,80,72,82,78,80,75
390116,83,78,89,89,79,73,80,76,83,76
390117,90,87,93,89,86,78,88,80,93,80
390123,83,78,89,87,79,70,80,78,88,78
390125,89,87,93,92,87,76,91,82,93,86
390127,88,85,92,90,86,76,88,82,88,79
39012F,89,88,92,92,83,82,90,82,85,77
390133,89,88,92,92,84,75,87,82,86,82
390137,81,78,89,89,79,72,84,77,81,79
390138,90,90,94,91,90,81,92,84,93,85
390139,91,92,93,91,85,77,87,83,83,83
39013F,92,91,95,93,90,84,89,84,91,83
390142,84,82,89,89,78,72,84,78,79,77
390145,84,83,90,90,81,74,88,80,80,80
390146,83,81,90,87,85,72,82,79,88,76
390147,80,74,87,90,75,74,83,76,73,77
390151,87,83,92,89,83,72,86,79,87,85
390153,90,92,92,91,85,77,88,82,85,77
390156,82,78,86,88,72,67,83,77,80,78
390160,92,93,95,93,88,79,90,84,85,78
390162,88,86,91,92,81,72,88,81,90,83
390163,86,83,90,90,85,77,86,81,81,80
390164,90,90,92,91,83,78,90,83,86,78
390168,89,89,93,91,84,76,89,81,88,77
390173,85,82,90,89,82,74,87,78,90,74
390174,87,87,92,91,85,77,86,82,79,77
390178,87,85,91,89,84,76,89,81,85,83
390179,91,92,93,91,86,76,87,82,88,85
390180,82,77,88,87,78,71,86,77,83,75
390183,90,90,92,93,85,78,89,83,91,79
390185,82,78,89,89,81,72,82,77,87,77
390195,90,90,92,91,83,76,88,82,85,79
390199,91,90,95,95,88,82,93,83,91,81
390201,85,85,89,88,83,68,86,78,87,81
390203,90,92,93,90,85,73,88,81,85,79
390204,79,77,86,86,74,68,84,77,77,73
390211,83,79,89,88,81,72,85,78,87,78
390217,86,83,92,90,84,77,91,80,84,76
390219,86,84,91,91,84,74,87,80,77,79
390222,87,87,91,91,83,78,89,81,86,75
390223,90,89,94,93,85,79,90,84,85,80
390225,87,86,91,89,84,73,90,81,86,74
390226,90,90,93,93,79,78,90,84,87,83
390228,89,90,93,93,83,77,85,82,87,74
390231,83,82,89,89,79,73,84,78,72,74
390233,88,87,92,91,84,76,87,81,90,80
390237,86,85,92,92,82,75,88,80,78,78
390256,91,91,93,91,85,77,90,83,84,78
390258,85,83,90,88,82,72,83,80,78,75
390265,91,90,92,91,89,75,87,82,89,80
390266,89,86,93,90,90,78,92,81,94,80
390267,87,87,91,91,84,75,86,83,84,74
390268,88,88,93,92,85,78,88,82,86,78
390270,85,85,89,89,80,71,84,78,80,73
390304,83,81,88,87,81,69,79,77,84,74
390316,95,97,98,95,95,84,89,86,91,85
390322,95,95,97,93,95,85,91,86,92,90
390323,97,98,98,96,98,89,94,90,95,92
390324,95,96,98,95,95,90,93,87,91,96
390325,97,98,98,96,93,90,95,90,93,92
390326,89,90,91,91,78,74,84,81,89,80
390328,90,90,93,90,84,75,87,81,88,82
390329,87,86,92,89,82,77,88,81,89,83
390330,91,92,92,92,82,75,86,82,88,82
390332,94,95,95,93,86,77,89,85,94,87
390334,94,95,95,93,87,80,90,86,94,90
390335,92,93,94,93,87,80,90,84,95,86
390336,92,92,93,90,85,75,89,82,88,88
390337,95,96,96,95,92,83,93,87,95,87
390338,93,93,94,93,88,77,90,82,93,86
390339,91,91,92,91,83,73,88,82,89,85
391300,93,93,95,93,92,78,91,83,92,82
391301,95,93,95,92,92,84,92,83,95,85
391305,91,90,96,88,91,81,90,84,88,86
391313,89,88,93,92,87,81,94,84,94,85
391314,92,91,95,92,92,82,89,84,93,88
391315,88,83,93,91,88,76,89,82,91,81
391316,92,89,93,94,89,85,89,83,96,83
391317,93,91,95,95,91,81,88,86,94,89
400006,84,83,87,90,73,65,71,75,86,84
400022,83,84,88,89,78,66,70,78,88,84
400032,78,76,81,87,67,59,67,77,77,81
40003F,90,89,91,93,83,74,84,86,90,83
400102,77,73,79,84,66,52,60,71,80,80
400103,79,79,83,86,66,62,74,79,77,81
400114,85,85,88,89,76,61,76,81,87,81
400118,86,85,89,89,79,65,75,75,90,82
400132,85,84,87,89,70,64,77,77,88,85
410004,84,83,90,91,80,72,84,79,88,78
410005,87,84,92,91,84,78,90,81,89,85
410006,91,91,94,94,84,82,88,82,88,84
410007,86,86,90,89,80,71,86,81,87,75
410008,91,91,93,93,85,79,91,83,86,82
410009,86,84,91,91,83,75,89,80,86,77
410010,87,90,91,91,82,74,87,80,91,77
410011,84,82,90,89,81,73,84,79,88,70
410012,86,87,90,91,75,75,89,80,85,75
410013,90,91,94,92,88,80,87,81,92,83
41005F,92,91,94,93,88,84,89,86,91,81
420002,78,74,86,87,76,66,78,75,72,77
420004,88,88,90,91,80,75,84,80,82,83
420005,88,86,92,95,86,84,87,81,88,86
420007,89,89,93,92,86,78,89,83,84,84
420009,88,86,92,91,82,75,86,80,80,85
420010,89,87,91,92,86,78,88,81,87,88
420015,85,83,91,92,80,73,84,80,82,84
420018,87,86,90,90,79,71,84,80,80,78
420020,82,79,87,89,74,72,85,78,80,81
420023,90,90,92,91,84,75,86,83,81,82
420026,86,84,91,91,81,72,83,79,85,83
420027,86,84,92,91,84,72,86,80,87,84
420030,87,84,92,91,82,75,81,79,85,84
420033,91,91,92,93,85,77,89,83,84,82
420036,83,79,89,89,77,72,81,77,78,80
420037,91,89,93,92,86,75,88,83,84,79
420038,85,83,90,88,83,75,82,81,80,80
420043,90,90,93,94,88,80,90,82,87,86
420048,84,81,90,91,80,70,85,78,81,85
420049,88,87,91,91,82,74,84,81,88,84
420051,89,88,91,91,82,76,85,80,86,84
420053,92,92,94,93,87,81,91,85,92,89
420055,86,81,89,93,80,82,88,81,87,80
420065,91,93,93,93,88,81,89,84,86,83
420067,87,86,90,91,82,74,85,80,85,82
420070,84,79,89,89,79,72,83,78,84,81
420071,89,89,93,93,85,78,85,83,88,86
420073,92,92,93,92,85,78,87,83,87,87
420078,87,87,91,91,81,74,85,81,75,80
420079,84,83,89,89,80,74,84,79,84,76
420080,79,76,86,88,76,69,81,77,73,71
420082,85,82,90,88,77,70,79,78,83,81
420085,86,85,88,88,80,71,82,78,80,80
420086,88,86,90,92,82,76,86,80,85,89
420087,91,91,93,93,87,80,88,83,82,85
420089,90,91,93,92,86,80,89,84,84,89
420091,88,87,90,91,82,74,83,80,84,84
420098,88,87,92,92,84,76,89,82,79,81
420101,85,84,91,91,85,73,85,80,76,81
420102,92,92,92,92,84,72,87,83,86,84
420103,94,95,94,94,90,79,89,85,92,90
420104,92,94,94,94,87,80,91,84,82,88
420105,90,90,93,91,85,77,85,82,87,87
420106,90,90,92,94,82,74,87,83,82,89
420107,90,85,94,95,87,78,84,80,85,86
420109,90,88,94,95,85,77,84,84,87,86
420110,93,94,94,93,87,81,87,84,84,86
42011F,91,89,95,95,89,88,91,87,92,91
42029F,92,91,94,95,87,87,89,87,86,85
430005,87,86,91,91,87,77,86,81,85,85
430008,93,93,94,93,89,84,91,83,90,89
430012,91,90,94,93,89,79,88,83,87,87
430014,87,87,90,91,84,77,88,80,87,83
430015,85,86,89,88,83,75,86,81,85,83
430016,89,90,91,91,85,79,89,82,82,83
430027,89,89,91,90,85,75,88,82,83,83
43002F,93,94,96,94,94,90,90,89,95,92
430048,90,89,92,94,89,79,87,84,90,83
43005F,94,94,95,94,92,86,89,87,92,87
430077,87,86,90,90,87,75,88,80,87,79
430089,94,95,95,94,93,85,93,88,90,92
430090,94,95,96,94,93,85,92,86,92,93
430091,96,97,96,95,96,88,94,89,94,96
430095,94,96,95,94,94,83,91,87,92,88
430097,90,91,90,91,85,77,86,83,80,85
431300,92,92,94,96,87,82,88,82,91,89
431335,86,81,91,88,84,81,81,78,78,85
431340,87,85,91,90,87,77,84,79,87,84
440001,93,94,93,94,90,84,92,83,91,88
440002,88,87,91,91,83,75,87,81,85,83
440003,83,80,88,88,77,70,80,77,81,82
440006,85,83,87,88,74,69,81,76,88,81
440007,97,92,100,100,100,99,100,81,97,98
440009,85,82,91,88,82,71,85,78,88,81
440011,87,86,91,91,82,77,87,82,80,83
440012,85,84,89,89,81,74,86,79,81,83
440015,89,90,91,92,81,76,85,81,84,82
440017,84,82,89,89,79,73,86,79,85,81
440018,87,86,91,92,82,77,81,81,86,87
440020,87,87,92,93,90,77,85,81,88,89
440029,90,91,92,93,82,75,83,82,85,84
440030,84,80,89,91,83,77,88,79,83,80
440031,90,88,93,93,86,82,90,82,86,87
440033,86,86,93,92,85,84,86,81,89,86
440034,88,87,91,91,84,74,85,79,86,85
440035,79,73,88,88,78,71,81,75,79,78
440039,90,92,93,93,86,78,87,83,81,80
440046,89,88,91,90,84,76,84,81,91,85
440048,85,86,89,89,79,71,83,78,82,83
440049,86,86,89,90,78,73,81,78,79,84
440050,83,78,88,88,81,74,86,77,80,78
440053,87,87,90,90,80,73,83,79,82,82
440056,86,82,89,89,82,76,85,78,80,84
440057,90,88,93,94,88,78,86,82,93,84
440058,88,85,91,91,85,75,87,80,87,84
440059,88,88,92,90,85,76,85,81,81,83
440061,87,85,92,94,85,72,87,80,88,87
440063,80,77,88,87,80,69,82,76,78,75
440065,88,85,91,92,81,75,85,81,89,83
440068,88,88,93,94,88,80,86,82,90,91
440072,88,86,93,94,86,77,88,83,85,85
440073,89,88,93,92,83,80,88,82,87,86
440081,89,87,92,93,84,77,87,82,86,84
440082,89,90,90,91,80,71,85,81,79,81
440084,86,86,90,91,81,73,81,81,84,85
440091,90,90,91,92,83,74,83,81,82,84
440102,89,89,94,93,88,77,91,84,94,87
440104,85,85,89,91,81,71,84,79,76,79
440109,84,82,89,92,84,66,77,78,87,86
440110,88,87,91,92,84,73,89,81,85,75
440111,87,84,90,91,81,79,84,79,90,89
440120,87,86,91,91,82,76,84,80,85,85
440125,88,88,91,91,83,74,85,81,87,85
440130,90,88,93,94,88,75,85,81,92,85
440131,87,87,92,91,86,77,88,81,85,88
440132,89,89,93,94,85,81,87,83,92,88
440137,86,86,93,93,83,76,87,80,89,87
44013F,85,81,89,92,80,78,83,81,81,77
440144,86,84,92,87,86,75,81,78,89,82
440150,85,84,88,88,78,72,81,77,85,83
440151,90,88,92,92,88,77,90,81,88,86
440152,84,82,86,89,79,74,81,74,80,76
440153,86,84,89,89,79,74,83,79,87,85
440156,88,89,91,90,83,73,83,79,85,83
440161,89,90,91,91,83,75,85,81,85,85
44016F,95,95,95,94,92,88,90,88,91,88
440173,87,87,89,91,78,73,86,81,81,86
440175,85,83,92,91,85,82,88,80,85,85
440176,86,85,91,90,86,72,83,78,86,84
440183,78,74,84,86,71,68,76,73,73,81
440184,89,90,92,91,85,76,88,81,83,87
440185,82,79,89,87,78,68,82,76,74,82
440187,86,86,91,93,87,74,84,81,86,85
44018F,90,90,91,93,83,82,91,85,85,81
440193,87,85,90,90,84,74,85,79,86,84
440194,86,85,90,89,78,73,80,79,87,81
440197,85,84,88,90,82,68,81,80,87,84
440218,95,96,96,95,93,87,90,87,87,95
440227,87,85,91,90,82,75,82,79,88,86
440228,75,71,82,81,71,63,71,71,67,78
441307,91,89,94,95,89,80,89,84,89,88
450002,78,75,83,85,70,68,78,77,78,78
450007,92,91,93,92,87,78,91,82,91,84
450010,89,87,91,91,87,76,86,81,87,85
450011,85,84,90,91,80,75,82,79,81,83
450015,88,87,89,90,77,73,86,80,89,82
450018,89,89,91,90,84,77,86,81,89,88
450021,89,89,91,91,81,77,87,82,84,83
450023,90,91,93,91,85,78,85,82,87,88
450024,88,88,89,89,83,75,84,78,87,82
450028,83,81,87,86,73,68,76,77,88,79
450029,84,82,90,88,77,76,79,77,88,84
450032,87,86,91,89,81,75,84,79,88,85
450033,82,80,87,85,76,66,78,77,85,80
450034,87,87,92,91,83,77,85,81,86,84
450035,82,78,88,88,77,70,79,78,84,83
450039,87,86,89,90,81,74,84,76,83,77
450040,87,85,89,89,83,73,83,79,81,81
450042,89,89,91,92,80,77,89,81,85,84
450044,93,94,92,93,86,78,90,85,85,92
450046,87,86,89,89,81,74,85,80,88,85
450051,88,87,92,91,84,78,85,81,90,85
450054,89,89,91,91,82,78,90,82,84,82
450056,84,83,88,90,77,74,84,79,82,79
450058,85,82,88,88,80,72,82,78,83,79
450064,85,85,89,87,81,72,85,78,90,85
450068,88,88,90,89,80,76,86,81,87,84
450072,86,84,91,91,84,76,86,81,87,85
450079,90,89,91,90,84,77,87,82,88,86
450080,86,85,90,88,84,73,83,80,87,86
450082,85,83,92,88,84,77,83,79,91,85
450083,84,84,89,89,80,72,83,78,79,81
450087,86,83,89,86,82,71,80,79,89,85
450090,90,88,94,92,88,80,88,80,88,85
450092,85,81,87,85,79,82,82,80,89,84
450097,83,80,87,85,77,69,80,76,86,82
450101,92,92,92,92,85,79,90,84,89,88
450102,89,89,91,90,78,74,85,81,85,87
450104,93,92,92,93,86,83,88,84,94,91
450107,84,81,88,86,81,73,82,78,86,81
450119,84,83,88,86,77,72,80,78,86,82
450124,90,90,91,92,81,76,86,81,90,85
450128,85,82,88,91,80,76,82,75,86,81
450132,87,87,90,89,82,75,85,77,82,85
450133,87,85,89,89,80,72,86,78,80,81
450135,88,88,90,88,84,73,87,80,84,82
450137,89,90,91,91,85,76,88,81,82,82
450144,93,92,95,92,91,82,92,81,93,84
450147,88,86,92,92,82,77,86,81,88,86
450148,88,86,93,91,86,74,90,81,85,86
450152,86,84,90,91,84,77,86,80,89,86
450154,83,79,88,90,80,76,84,76,88,83
450163,83,81,90,89,82,76,82,79,88,85
450165,89,87,93,88,89,75,88,82,93,92
450176,89,89,92,92,85,81,85,77,90,82
450184,87,86,89,89,80,74,85,80,87,83
450193,86,85,89,92,78,73,85,80,82,80
450194,92,92,93,98,86,84,88,85,86,93
450196,83,80,89,88,80,71,80,76,83,81
450200,85,85,90,91,81,73,84,79,85,82
450203,84,82,88,88,80,70,81,78,85,83
450209,85,84,88,86,81,68,80,77,76,79
450211,88,87,92,92,85,76,88,81,88,86
450213,89,89,91,90,82,77,84,78,86,83
450222,83,79,88,86,76,71,79,77,85,83
450229,87,86,90,91,82,75,88,80,84,86
450231,89,90,90,90,83,78,84,80,87,82
450236,91,89,94,91,91,78,89,84,90,87
450237,88,87,90,89,81,75,85,80,90,84
450272,89,89,93,93,84,77,84,83,91,85
450289,89,86,88,91,82,77,85,82,86,77
450292,91,88,95,93,90,82,88,80,90,91
450324,86,86,90,89,80,76,82,78,83,82
450330,84,81,86,88,79,72,83,76,85,85
450346,88,88,90,89,80,74,83,79,85,85
450347,85,82,89,90,83,74,86,79,87,85
450351,91,89,93,90,90,78,91,82,93,88
450352,87,86,90,90,84,77,85,79,86,86
450358,91,92,90,91,82,75,87,82,87,86
450370,89,88,91,92,83,80,86,80,80,85
450372,91,91,91,92,81,76,90,82,93,89
450379,78,76,86,81,76,64,76,73,83,83
450388,87,86,89,89,80,73,83,80,85,82
450389,88,86,92,92,85,79,87,80,85,85
450395,84,80,92,92,90,81,80,78,90,83
450403,89,88,91,91,83,78,86,81,89,85
450419,87,83,91,90,85,72,89,79,86,84
450424,91,91,92,91,86,78,89,83,92,88
450431,89,89,91,91,84,75,87,82,89,86
450447,80,75,89,87,80,77,80,74,85,84
450462,87,87,88,89,80,69,84,79,86,80
450465,89,86,91,91,83,81,80,81,91,85
450484,87,87,89,89,80,73,84,78,83,81
450508,82,81,88,87,82,68,78,74,74,82
450518,81,77,88,87,75,78,79,75,85,84
450537,90,89,91,90,84,76,86,82,91,83
450539,87,82,91,92,87,78,78,81,85,86
450563,91,92,92,91,84,77,87,82,87,85
450565,90,88,94,90,87,80,91,84,93,88
450571,87,88,91,91,86,78,89,82,84,86
450587,84,81,89,90,80,72,84,79,81,81
450596,86,83,91,90,84,75,84,80,91,82
450604,90,90,92,92,87,80,93,85,88,84
45060F,92,91,93,92,90,84,89,84,92,87
450610,85,85,88,88,80,72,84,80,86,82
450617,83,81,88,87,78,72,81,77,88,83
450634,88,87,90,89,83,76,85,80,89,85
450638,83,79,87,85,75,69,79,76,85,81
450639,88,88,90,89,82,73,87,81,82,84
450643,83,82,87,88,76,74,84,78,84,84
450644,83,77,85,86,75,66,79,76,86,81
450647,87,87,88,88,81,74,82,79,87,87
450651,87,85,89,89,81,72,83,80,88,85
450656,87,86,92,90,84,76,86,80,81,84
450659,87,85,90,91,84,73,84,79,88,88
450661,85,85,88,89,81,76,85,79,85,84
450662,85,83,87,86,78,72,82,79,90,75
450668,85,84,89,90,80,75,83,81,81,81
450669,87,87,91,90,82,71,80,79,86,86
45066F,85,83,88,89,82,77,83,80,83,79
450670,82,80,87,85,77,68,77,76,88,83
450672,85,83,89,88,79,74,83,79,85,83
450674,83,82,86,90,78,68,76,77,85,81
450675,78,75,84,85,72,66,78,75,77,79
450677,89,88,90,89,82,76,86,81,90,87
450678,73,67,80,83,71,66,75,72,78,81
450684,87,85,90,89,79,70,85,80,87,82
450686,91,91,92,91,86,78,86,82,88,81
450688,85,80,88,88,79,72,81,75,82,83
45068F,94,94,96,96,89,86,87,86,91,93
450690,93,94,96,95,89,82,86,82,91,90
450694,86,81,92,94,89,78,76,81,84,92
45069F,93,94,95,94,89,83,91,87,87,83
450702,87,88,91,89,83,75,82,80,81,86
450709,93,93,94,93,89,79,89,84,90,82
45070F,92,90,95,93,87,82,89,85,92,94
450711,86,85,90,88,77,75,82,81,84,82
450713,87,88,90,89,81,73,85,79,88,84
450718,86,87,89,89,80,72,86,79,88,81
450723,88,84,89,88,79,72,81,79,90,85
450730,81,79,88,85,76,75,81,78,85,84
450742,88,86,90,90,83,75,88,81,84,86
450743,91,91,93,91,85,74,88,82,89,86
450747,82,80,89,90,82,69,86,78,76,83
45074F,87,84,87,92,77,76,84,82,84,81
450771,89,89,89,90,83,73,84,81,86,85
450774,92,92,94,94,90,80,90,85,87,90
450775,81,77,85,86,73,68,80,75,85,82
450779,90,90,91,90,84,74,85,81,86,86
450788,86,84,90,89,82,72,84,79,88,81
450801,89,89,91,92,83,75,86,81,88,84
450804,94,95,94,94,89,83,91,87,94,94
450808,92,89,94,94,92,80,92,87,90,91
450809,87,87,90,90,81,72,81,79,89,84
450820,92,93,91,91,82,77,87,82,91,87
450822,84,82,86,86,75,68,79,76,84,82
450827,91,92,93,90,89,78,89,83,92,91
450828,89,85,93,91,87,78,87,81,92,87
450834,95,95,97,95,94,89,94,88,91,97
450840,90,90,90,90,85,75,88,82,90,87
450844,90,90,91,90,82,76,87,81,89,85
450847,87,87,90,87,81,76,86,81,86,84
450848,88,88,89,90,78,72,91,81,86,82
450851,94,95,95,95,90,83,89,85,91,89
450853,92,90,92,92,84,75,87,83,90,87
450855,90,91,91,88,85,81,82,79,90,86
450856,94,94,95,94,88,82,91,87,88,94
450862,89,89,92,91,80,74,86,81,88,84
450864,94,95,95,95,92,87,91,87,89,91
450867,87,87,90,90,79,76,85,79,90,85
450869,86,85,90,89,80,73,84,80,87,82
45086F,91,91,94,94,88,84,91,85,88,83
450874,86,85,89,92,88,73,88,82,87,89
450875,95,95,96,94,94,86,92,88,94,93
450876,91,93,92,94,86,80,87,84,89,85
450880,91,92,92,94,85,77,90,85,90,90
450883,92,91,93,93,88,81,88,84,86,87
450885,90,88,91,90,80,76,89,82,89,87
450888,95,96,95,94,94,87,92,88,92,95
450890,91,92,91,91,83,77,88,83,89,86
450893,94,95,94,94,89,82,90,85,93,91
45090F,91,89,92,93,88,83,87,85,90,83
451379,92,92,93,94,92,85,91,84,90,91
451387,93,91,93,93,89,83,90,80,94,88
451395,89,87,93,95,90,80,85,84,86,89
460001,91,92,92,92,85,76,89,83,92,86
460003,87,85,90,90,85,72,85,80,84,85
460004,89,90,90,90,82,78,89,82,87,81
460005,86,85,88,88,77,70,85,78,80,75
460006,91,91,93,94,84,79,90,83,91,85
460007,92,92,94,92,89,83,91,83,92,85
460009,91,93,92,92,81,77,90,85,90,84
460010,90,91,91,91,81,75,89,82,91,83
460011,85,79,89,92,86,78,89,78,80,80
460013,92,90,95,93,90,81,88,84,93,85
460014,87,87,93,91,89,80,89,82,88,86
460015,90,89,92,92,85,79,91,83,88,81
460017,89,90,93,92,86,80,83,83,93,85
460019,86,87,88,89,83,70,83,80,85,85
460021,92,93,92,92,85,77,88,83,92,85
460023,89,88,91,92,84,73,88,82,88,80
460026,91,90,92,92,90,82,87,81,92,84
46002F,91,90,93,93,89,85,91,86,89,85
460030,85,83,92,90,91,76,89,81,84,82
460041,85,83,89,91,83,74,88,80,84,81
460042,89,87,91,89,88,74,88,81,92,85
460044,91,90,92,93,83,79,88,84,90,86
460047,86,85,87,89,78,74,84,79,88,81
460051,84,81,89,88,82,71,85,79,85,82
460052,87,87,90,90,84,71,85,80,84,83
460057,93,93,94,94,89,83,89,84,92,91
460058,91,91,92,93,84,78,88,82,93,84
460060,92,92,91,92,85,76,87,82,90,86
460061,91,92,92,93,84,77,90,82,88,86
460062,92,94,94,94,85,82,90,84,92,91
461304,94,95,93,97,93,80,90,85,92,87
461307,94,93,96,95,90,84,91,86,87,90
461310,91,91,91,94,88,85,89,82,88,90
470001,87,86,93,92,84,76,86,80,89,74
470003,90,91,93,92,84,78,88,83,85,80
470005,87,86,93,92,83,79,89,81,89,76
470011,88,87,93,92,88,82,88,81,91,83
470012,90,91,93,93,89,79,91,82,87,78
47001F,93,94,95,94,92,87,88,86,88,79
470024,86,85,89,89,81,73,88,81,77,79
471301,92,91,93,93,86,79,94,81,92,83
471302,92,92,94,93,88,84,92,83,97,86
471303,89,89,93,93,86,81,88,82,92,83
471304,87,83,93,93,90,73,87,81,92,82
471305,93,94,96,94,91,82,92,84,89,86
471307,85,86,92,92,84,80,87,82,82,73
480001,81,80,87,92,80,73,73,76,82,80
480002,82,81,90,90,86,75,71,74,91,79
490002,92,91,96,97,92,81,93,85,88,87
490004,88,86,91,91,81,71,89,80,85,83
490005,89,89,92,91,83,75,88,82,89,81
490007,89,89,91,91,82,75,86,81,85,82
490009,91,93,92,92,83,77,89,85,87,77
490013,88,85,93,94,88,77,86,79,89,85
490017,84,80,90,91,81,75,86,80,84,81
490018,90,90,92,93,84,78,89,82,85,81
490019,84,83,91,89,81,73,87,79,84,79
49001F,93,94,94,95,89,82,89,86,88,91
490020,85,83,90,88,81,72,80,77,84,83
490021,86,86,91,91,78,74,86,80,82,81
490022,84,83,88,88,75,70,84,77,79,77
490023,83,78,89,89,82,73,85,77,89,82
490024,88,88,91,89,80,73,85,80,84,78
490032,89,89,92,91,82,77,89,82,81,78
490033,89,88,91,91,84,78,84,81,91,85
490037,91,89,94,93,86,81,87,82,88,89
490038,89,87,91,91,86,76,86,81,88,86
490040,85,83,88,88,78,69,81,78,86,78
490041,85,84,90,89,81,75,85,80,86,84
490042,87,87,91,91,83,74,85,80,86,76
490043,91,92,92,91,85,74,87,82,90,86
490044,88,88,91,91,81,75,85,81,82,83
490045,85,84,88,89,81,71,84,78,90,80
490046,89,90,92,90,80,73,85,81,85,86
490048,83,82,88,88,75,70,84,76,80,73
490050,90,90,91,91,82,76,86,82,91,84
490052,89,88,91,90,81,73,86,81,85,85
490053,85,83,90,91,79,75,87,80,89,85
490057,88,88,92,90,82,71,84,80,85,83
490059,85,85,89,90,79,71,85,79,79,78
490060,87,84,93,91,87,79,88,81,90,81
490063,91,92,92,91,83,77,87,83,90,84
490066,90,91,93,91,84,75,87,82,87,83
490067,84,81,89,87,79,74,83,77,83,81
490069,85,83,90,89,82,72,85,79,81,76
49006F,88,87,93,93,85,83,88,83,86,87
490075,80,75,88,89,77,70,83,76,84,82
490077,91,93,92,93,83,77,89,84,85,84
490084,88,86,92,92,84,77,88,80,92,85
490088,91,91,94,94,86,82,88,83,88,85
490089,91,92,95,95,89,78,90,83,90,83
49008F,89,88,93,93,89,82,89,84,87,89
490090,89,86,93,91,82,78,89,82,85,84
490092,88,83,94,91,91,83,86,82,86,86
490093,89,88,92,91,85,76,85,81,87,85
490098,88,86,92,90,86,76,85,80,90,84
490101,89,90,91,91,82,74,88,81,90,80
490107,84,83,87,89,75,69,81,78,88,81
49010F,90,88,93,94,83,84,91,84,85,81
490110,89,90,93,93,85,78,86,82,86,79
490111,87,84,92,92,88,81,89,80,83,83
490112,85,85,89,88,77,72,81,78,79,78
490113,85,82,89,90,80,73,83,78,90,83
490115,83,76,91,90,81,72,87,77,90,84
490116,91,88,92,91,87,77,87,79,94,87
490118,88,87,89,90,79,74,82,80,86,81
490119,91,92,92,91,82,78,86,83,85,85
49011F,90,90,93,93,89,81,91,85,88,81
490120,85,82,89,89,76,68,81,79,83,80
490122,85,83,89,89,78,71,82,78,88,75
490126,87,83,91,89,84,74,88,79,90,83
